estar,desc
"[""还行""]",晚上红眼航班飞的很快，飞机到机场时候晚点，所以起飞晚了，旅客刚上完，飞机就启动，之后飞起来像战斗机了，提早10分钟到达目的地，可见飞行员也急着下班。
"[""好""]",总体来说还是不错的的！当然廉价航空也有很多不方便的地方！
"[""很差""]",不靠谱  一早起来  看见短信 延误2.5   好了  现在不确定时间  问工作人员不知道   问他叫他打电话问问  也不打  后来说的不行  好打了  打了以后还是一样  也没有一个负责的   一般早上都是有事  可现在一拖在拖  也没有给时间
"[""一般""]",给同事订机票的时候订过他们家 因为便宜
"[""很好""]",暴走的时候食堂吃过一顿饭 还不错哦
"[""好""]",偶尔飞上海的时候会选择她家的航班，因为价格实在是优惠，不过已经被朋友说过多次，这你都敢坐，其实我觉得在国内的航班来说，应该都差不多，至少差距不会很大，反正飞上海也不远，就那么一点时间，也不指望有什么好吃的飞机餐，那选择一个便宜的、性价比高的机票才是实在的做法啊。
"[""好""]",廉价航空。
"[""还行""]",上次去厦门，节假日出游，只有这家还有便宜机票。不过也只是对折，怪我们订的太晚。
"[""很差""]",来回去厦门都是春秋航班 去的时候还好 就误点了30分钟左右 回来的时候已经误点2小时 说有什么东西在急修 唉 又浪费了一天了 就是贪图他便宜才定的 现在...唉
"[""好""]",去云南玩买的来回机票~比其他航空便宜了不少，所以最终决定即使没有水没有吃的而且还要晚点时间也不好，但谁让咱心疼那几个钱呢~
"[""好""]",第一次坐飞机，第一次坐春秋，第一次在上海浦东坐春秋……也是第一次误点。
"[""好""]",要不是看在机票便宜的份上真心不愿意考虑。常常误点，跑道排队永远在其他航空公司后面。
"[""好""]",春秋基本上从出道开始就一路被人骂，贬远远大于褒，其实和国内消费者的误区不无关系。
"[""好""]",位置很窄。。。饭里有石灰 还会推销东西。。长途宁愿买贵的也不想坐他家的
"[""很好""]",上次报名日本半自由行，全日空往返还不错，不过是过年的时候，价格还蛮贵的。
"[""很好""]",{2013年10月03日}
"[""好""]",爱实惠的人士首选呀，每人15KG重量，没有飞机餐，会有广告，还会有伸展操。。。
"[""一般""]",这次去厦门是跟团去的，因为报团就是报的春秋旅游的，当然来回坐的都是春秋航空的班机了。不过因为报团的时候并没有发机票给我们，拿登机牌的时候也没有留意，所以来回的机票究竟多少钱我们都不知道。在还没有去之前，同事问的时候，同事就跟我说春秋航空的飞机很小，位子坐得不是很舒服，而飞机上面没有免费提供任何吃的、喝的，让我做好思想准备。因为春秋航空的飞机票价格便宜，不免费提供吃的、喝的，我是可以理解的，至于其他就不能理解了。还好到厦门只有不到2个小时的行程，如果时间长，我觉得坐这样的飞机会有些吃不消的，位子坐得真的很不舒服，间隔小而且位子不能调整的，时间坐久了真的挺难受的。而且回来的航班又延误了，听说春秋的航班基本上都会延误的，因为要让大的航空公司的飞机，我一次坐飞机就碰到飞机延误的事情，不过我老公和一个同事说国内航空公司飞机延误是常有的事情。
"[""好""]",春秋航空号称是国内成立最早、规模最大、低成本的航空公司。
"[""好""]",个人觉得就这个价格来说性价比是可以的，但是针对短途的！基本我选择春秋都是飞国内，或者香港，最多2个多小时。时间长了还是算了，座位确实小，基本没有什么服务。但是如果你可以买到特价的机票还是划算的特别是一家人七七八八还是能省下不少的。
"[""很差""]",第一次做春秋航空，从西安到上海，710元，值机的时候，20寸的行李箱，6.3kg，交了60元托运费，准点坐上飞机，在飞机上傻坐了50分钟起飞，飞行中没有餐点什么的，就无所谓了，不停的推销东西，不让你休息，总算到了浦东机场，停下来了，在等开舱门的时候，没空调了，闷的都快晕了，下了飞机，去拿托运的行李，等了快40分钟。春秋永远不会再选择了！
"[""好""]",廉价航空公司，机上没有免费食物和水。
"[""很差""]",航空最差的，以前不信，亲身体验过确实有过之而无不及啊，前排位置与后排位置间隙很小，腿稍长点的很难放进去，坐的超级不舒服。什么都要收钱这个大家都知道就不详细说了，主要是乘务员还会推销产品，有点夸张，感情是在火车上？推销时间比火车还长，声音响亮，非常打扰乘客休息，下飞机后还要坐巴士到机场，真是抠门啊，中国就是便宜没好货，建议差价在100左右的还是不要选他家简直受罪。
"[""好""]",亚洲最好的廉价航空之一，大概正是从春秋开始，中国才有了廉价航空，才有了质优价廉的旅行方式。
"[""非常好""]",春秋航空飞机上的服务也还可以的，问题是T1航站楼特垃圾，昨天出来居然走了那么长一段路，七拐八拐的，然后因为定的专车要在2楼，那个转呀转的，没有指示牌也没有人指点，好不容易找到上楼的地方，走个破楼梯才看到车，兜兜转转浪费了好多时间。
"[""很差""]",这次旅行下来最最大的败笔就是选择了春秋航空，算是吃一堑长一智了，列举以下不再选择春秋航空的几大理由：
"[""好""]",春秋航空对手提行李的尺寸要求太过苛刻，平时能上飞机的20寸登机箱，在春秋是不能上的，提前买了行李额，10kg40元，当场买是80。座位是真心挤的，推销是真心多的。还好这次没有延误。
"[""一般""]",其实春秋航空的空乘还是蛮辛苦的，一天上海到香港一个来回+上海到北海一个来回，又要推销信用卡又要卖东西的，还有个别奇怪的乘客。2颗星是给到空乘的，其他为0。地勤很牛，对于误机，他们给的答复是我们不知道几点你们可以走，你们选春秋是廉价航空，误点正常没有赔偿，想要吃泡面有的话自己拿一罐。乘客很牛，把飞机当不知什么，我估计高铁也不能那样。占座的占座，脱鞋的脱鞋，玩手机的玩手机，最后还有打人叫来警察的，不知道该说什么了。
"[""好""]",国内最有名的廉价航空，经常有9元、99元的特价机票，不过要提早比较多才可以买到。这是票面价，还要加上机建燃油保险等费用，国内航线机建燃油一般是50，保险30，国际航线要贵一些。要特别注意的是，春秋能携带上客舱的行李规格是体积小于20cm×30cm×40cm，重量7kg以内，比一般航空公司的要小许多。任一条件不符，都要办理托运。如果确认行李要托运，建议在前一天通过app购买行李重量，会比现场买便宜一半，10kg的重量，手机或网上购买是40元，现场买是80元。另外，由于座位空间较小，座椅的椅背只能竖直，不能往后调整，长时间乘坐会有点累。
"[""很差""]",价格是便宜，不过服务效率实在是太差了。。上个月十几号申请了一次退票，到现在也没把钱退给我。我勒个去，都快一个月了呢！！！！
"[""很好""]",便宜。也正是由于便宜，机上的乘客也都是相对素质差一些，连飞机读物上的广告都显得比其他航空公司亲民很多。机舱内非常拥挤，我记得第一次跨入机舱以为是进了长途车。
"[""好""]",价格便宜，大清早的航班一般不会误点，7点多浦东的航班，在人民广场还有班车送
"[""很差""]",看到这么多差评，但是生意还是这么的好~~比较便宜么~~~~~囧~~~
"[""很差""]",早早飞回厦门，也就只能悲催地做春秋航空的飞机了。
"[""好""]",第一次坐春秋航空的飞机，去的是HK，来回840元，选位另加40元，去时订了一份飞机餐35元。对廉价航空的误点和服务有了一些心理准备，好在这次来回都没误点，只是候机楼沪、港两机场都在地面，要乘大巴摆渡上飞机。机上服务人员态度还不错，有叫必应，传说中的空乘服务员不断推销商品也位发生。携带行李连手提的只能带15公斤，否则按价付运费。廉价航空满足了俺这种屌丝的出行要求，只要少误机，觉得还是相当好。以后还会选择坐春秋航空。
"[""好""]",春秋航空就是便宜，以后选定春秋了，服务员很好的，但是有些老练的员工会让我感觉欺负新同事，只是感觉，也可能是磨练吧，我坐着还可以，蛮快的。
"[""还行""]",去海南岛旅游，报了春秋的团，来去乘坐的都是他家的飞机。
"[""非常好""]",航班很实惠，是去上海实习的长沙小伙伴们的最佳选择哦！
"[""好""]",说说第一次乘坐低成本航空的感受。预计出行日期是清明小长假456三日，正好春秋航空有提前秒杀活动，上海到广州199元，优惠不够给力啊，去年秒到了9元特价票，不过临时有事退掉了。这次看了下有4月5日晚10.30到广州的票，夜里12.30才到，犹豫了一下提交付款。提前做了功课，春秋不提供免费食物和饮料，提前选座也要钱，行李只能免费带规定尺寸重量的小包一个，超过重量的要另外购买逾重行礼费，于是花30元在官网上购买了一份行李费，再加上机建和30的保险费共计309，比起火车票要便宜不少而且又快捷。意外的是过了一周左右春秋的客服给电话说是那班航班取消了，不过可以免费给我改签一周内的航班，简直是意外惊喜哈哈正好改签到6日中午12.50的航班这样就不用担心夜里到广州要打车的问题了。小长期在上海度过了愉快的两天，6日中午乘地铁到虹桥1号航站楼，1号航站楼很小，也比较旧估计历史够悠久了。在二楼的自助取票口取出票，票是一张纸，也是降低成本的一个手段吧。然后去办行李拖运，过安检。一切顺顺利利。在等候区拿出空杯在饮水机接满水，乘摆渡车登机，乘客还不少呢车上都挤满了。春秋的飞机不大，座位稍显拥挤，幸运的是虽没提前值机选座但是安排的是靠窗的位子哈哈。坐下后感觉也还好，虽不如其他大航空公司座位宽敞但是也过的去。最后担心的就是其他网友吐槽的误点的问题了，不知是不是运气实在太好，飞机竟然准点起飞了哈哈！在整个飞行过程中空乘进行了三次推销，有联名信用卡，飞机模型，剃须刀和自拍神器。有几个客户办卡和买剃须刀。午餐好像45一份，也见到有人买。飞行了一大半后空少会带领大家做保健操活动脖子手臂，蛮有意思。最后飞机居然提前十分钟到达广州真的是醉了～总的来说比预想的要好很多，在票价比其他航空公司便宜的情况下，还是十分愿意再次乘坐的。
"[""一般""]",除了便宜就是便宜，为数不多还留在虹桥1号航站楼的航空公司，候机环境和长途汽车站类似，嘈杂拥挤，都是手拿肩扛的乘客，相对其他航空公司多半是商务客和游客外，春秋承载的更多的是农民工和学生族，多亏了廉价航空帮他们找到了一条回家的捷径。
"[""很好""]",坐过一次春秋~澳门回上海~朋友订的~优势就是票价便宜~一般在官网上直接选好日期然后付款就算买好了~当然每个日子的票价是有浮动的~港澳基本199、299、399这样~当然还要看自己的行程是否合适~
"[""一般""]",第一家民营航空公司，此次跟了春秋的团出游，据说现在连自己的春秋大厦也盖了起来。
"[""很好""]",国内第一家也是唯一一家廉价航空，大部分人还是不能接受吧，诸如没有服务之类的。
"[""好""]",其实很想讲脏话的，但是想想还是算了，一分钱一分货，便宜自然有便宜的理由，各种晚点各种不舒服，已无力吐槽。
"[""一般""]",春秋航空是一家廉价航空，最近几年发展迅猛，但是相应的也有了一些霸王条款，比如说对登机行李的要求，对航班晚点的赔偿，对餐食的收费供应，座椅间距比较小。如果是为了价格，春秋真的是首选，只是飞机排的比较满，很容易晚点的。
"[""好""]",性价比非常高的航空公司 早定的话有时候票价真的很便宜 但其实杂七杂八加上去也要1000块一张了 就是座位小 没吃的 服务一般 但基本都ok的 短途坐坐其实蛮好的
"[""差""]","就凭春秋航空歧视老人这点,就要给它个差,在飞机上不断推销商品,吵晕了."
"[""好""]",廉价航空 最主要就是价格便宜 不过短途飞行还是不错的 反正有没有飞机餐也是无所谓的啦
"[""好""]",春秋航空的航班，价格的确真的特别的便宜，不过在舒适度方面，也更加的差强人意。首先，他们家的航班，限制了携带行李的重量，虽然最后并没有实际的称重，不过给人的感觉就怪怪的。此外，他们家的飞机的座位真的很紧凑，坐在那边，有种脚都伸不开的感觉。再其次，取消了航空餐饮，哪怕要在飞机上喝一杯水，都需要自己出钱买。
"[""很差""]",廉航，特价机票行李方面很多规定，七七八八的钱算上去，座位小，没有飞机餐，经常延误因为要给其他公司让路，每次上下飞机都没有自己的登机口，要坐接驳车
"[""很好""]",我还挺喜欢春秋的，便宜嘛。虽然位子小了一点，不过也是看情况的。有时候做得还挺宽敞的。廉价航空发展得还是不错的，现在国际航线开得也越来越多了。那个时候为了省钱，现在坐春秋到曼谷，住一夜再坐亚航飞普吉岛，也比直飞普吉岛便宜。现在还开通了日本好几个航线，以后就算不抢那些99、199、299的航线，499、599飞飞日本感觉也挺好的饿
"[""好""]",廉价航空，早晨一号航站楼等于象春秋包场。。现在的机票又出怪招了，竟然不包括托运费。。也就是只是随身行李7kg而且尺寸必须小于14寸。。比其他航空公司要求高太多。。早晨7点的航班，到9点还没有飞，也不给任何解释，真心不够贴心。虽然晚点一方面是天气，一方面是航空管制，和航空公司关系不算太大。。其次是飞机的座位间隔实在太小，我是163的女生都顶头顶脚的，更别说其他人了。。
"[""很差""]",這家航空公司的空姐在微博上叫囂要帶炸彈上飛機。
"[""好""]",价格比较实惠，虽然位子小了点，不过这倒没什么，毕竟价格放在那里了
"[""很差""]",以前自己坐过一次觉得不灵，这次帮朋友订了，太烂了！！！！！！！！！ 5.7号晚订了8号的上海飞深圳的虹桥起飞T1 起飞的，价格720+170=890 ，一点不便宜！ 因为国航有一班晚上11点多的，不含税只有300多元，但是想了春秋时间比较好，17:30-19:45 就在官网上预订付费了。想不到，一直从18:30 开始坐在飞机上，然后一直到12:15 左右降落到厦门机场？？？？这是直飞的呀！！！！！然后一直到第二天1：45 才到深圳！！！！！ 没有吃，没有喝也就算了，因为事先知道，但是这个延误也太离谱了吧？？？？？早知道这样，还不如坐国航的那班呢，可以笃笃定定吃好晚饭去机场了！！！！！不至于在机场从下午开始等候了！！！！！再也不会坐 了！！！！！
"[""好""]",便宜啊，不求服务了。机舱座位改装过，特别挤，全程只有水喝，考验毅力。
"[""好""]",小而精悍吗？
"[""很好""]",去年去厦门旅行时订了春秋的航班，还不错性价比高，春秋航空在虹桥机场使用的是T1航站楼，国内航班只有7公斤行礼额，这个得算好了，还好去热的地方玩不需要带很多衣服，T1航站楼是坐摆渡巴士上机，来回准点相当好。
"[""好""]",春秋航空
"[""好""]",唯一的优点就是便宜。。
"[""很差""]",垃圾航空公司。从北海飞上海。所有拉箱行李60起价，无限期等待所谓的流量管控。
"[""好""]",春秋最大的优点是便宜，其他就都不行了，空姐少而且不漂亮，晚点率也高
"[""很好""]",其实我对春秋航空的印象还蛮好的，至少坐过几次都没有延误，加钱选座还可以优先登机。
"[""很差""]",和同学订了从上海飞厦门的航班。之前只听说过春秋航空是廉价航空，就登机地点都能体会到廉价这两个字呀。到达高大上的2号航站楼，发现不对呀，咱是廉航，要转战1号的。坑爹第一件事发生了，航站楼之间要花3元才能到呀！完全没免费大巴呀！机票都买了，也不差这一哆嗦了，买！下地铁还要穿过长长回廊，免费参观机场后勤部，观摩日产垃圾量是多么巨大的景色呀。总算是平安到达换票地点了。第二件坑爹的事来了，以廉价为借口各种巧立名目收取费用，这次算是见识到了。先是上网查一件托运行李30元，谁让咱有箱子呢，买！到了机场，超重啦！好，谁让咱没秤呢，买！终于经过安检排队要登机啦！专人等待呀，告知因为箱包制作材质的问题，您这是箱，不是包！所以要继续买呀！好，到这里托运就花了150！完全和其他航空没区别了。。。好吧，算是自己没做好调研，没有充分认识到这个航空公司的捞钱技能强大性。上了飞机先是毫无歉意表达的延迟起飞，接下去就是一路的机长炫耀技能的抖机驾驶，伴随着永无止境，各式各样的推销，最终以空乘人员摔麦为结束。算是彻底刷新我对航空服务业的认知了。可惜不能半颗星呀！绝对不会再选择的航空公司！
"[""好""]","第一次乘坐春秋航空的航班,早早的到了机场,就在候机厅等待,在那里等待的人素质也真是低,占了有插座的座位就不离开了,一直等到登机,素质极其之低,只顾自己一时的欢娱,而且这样的人还真不是少数,春秋航空的飞机真是小啊,这么一点点大,我乍一看还觉得外面看起来像是玩具,登机的梯子也是相当狭小,好拥挤,大家都不排队的,都往上挤,飞机里面也是小的可怜啊,我的脚都伸不直,而且根本就不好放的,坐在那真的十分的难受,太拥挤了,我体型还比较苗条我都觉得很难受,如果身材很胖的人那更难受了,小孩坐还差不多,成人的话真的是一件痛苦的事情,飞机转了半天才起飞,快下飞机的时候还做操,也就是简单的一些肢体操,我觉得这个蛮好的,毕竟旅途疲惫,手脚活动一下,人一下子就会觉得有精神一些,蛮好的,总体来说还行,就是坐的好难受好难受"
"[""好""]",去深圳从虹桥机场飞宝安机场，就是春秋航空的，还是网上团购的，价钱还行吧，不会很贵。
"[""一般""]",春秋的航班是不与航站楼连着的，要坐短驳车到中央去，出发那天下大雨，居然离楼梯还有好远就停了，让我们冒雨奔过去，实在有点不以人为本，虽然是低成本的航空，不代表服务可以做得不好啊，另外春秋空姐的衣服……旗袍，有中国特色是很好啦，但是不知道是颜色的问题还是款式的问题，反正看上去很难看。在快落机的时候，空姐会带大家做一套操，这算是个与其他航空公司不一样的地方吧，算个特色，但是略傻耶
"[""很好""]",去海南三亚坐的春秋航空的飞机，感觉春秋的飞机座椅间间距很小，不过3小时左右的飞行时间这个还是可以忍受的。为了压缩成本，春秋取消了飞机餐，这个有利有弊吧，我觉得其实飞机上不吃东西也没关系。
"[""好""]",春秋航空，最早接触大约在查特价机票时，后来与母亲一起乘座，机票便宜，也就意味着成本降低，当然，部分服务随之取消。
"[""好""]",都说，上天，只眷顾一个宠儿，那就是勤劳者~
"[""很好""]",2015.10.23长白山之旅~
"[""很好""]",第一次搭乘春秋航空得飞机，机票比较便宜行李的重量也不能太重，听说在机上是不供应任何餐点和茶水的，不过春秋航空在飞机上有一个时段是机上购物时间，他们的空服员和别家的不一样，会先用机上的广播设备与全机乘客详细介绍产品，销售的物品与一般的航空公司不同，都是销售实用性和低价位的物品基本上也是会用到的，所以机上很多人购买，还有限定的办理与银行联名的信用卡，真的和别家航空公司不同。
"[""很差""]",一个字差，两个字很差，三个字非常差！服务态度不好……没有任何的服务！没有小吃没有水，水都是花10元钱买的！环境差，设备成就！整个行程都有推销产品的吵死啦！给一个星已经不错👌，价格900多四川～上海，性价比🈚️……再也没有以后……
"[""很差""]",虹桥T1门口雇了个老头，所有超过14寸的箱子都不让手提，必须托运，我已经托了20KG了！把箱子腾空，还有3kg交钱吧，1KG35！抢劫吧……简直了！能不能进全凭他判断其他安检人员根本不管，希望同志们注意，别被坑了
"[""好""]",反正“便宜”是他们家最大优势，大家懂的。
"[""很差""]",昨晚春秋航空的奇葩经历此生难忘，这辈子都不会再选择贵公司！事前网上查了知道春秋行李管的严格，登机时如果超重，超额金会比事前官网买贵很多，因此我和先生特地提前网上各买了10kg的行李增额，两个人合计可以带50kg行李，登机箱也拿卷尺量过符合贵司20*30*40的要求，才安心出发。我和先生各带一大一小箱子和一个随身包，check in的时候，队伍不长但是很多客户由于行李超重在那里整理箱子，使得进程缓慢。我还感叹还好提前买了行李额。轮到我们时，贵公司员工称了两个大箱子和随身包的重量，也没说让我们称登机箱，对登机箱也没有任何提醒，我们就顺利进关了。离出发还有二十分钟不到，接驳车才迟迟而来，我们排队过闸口，被工号242的周女士拦住了， 她拿起电话就和上级汇报说我们带了登机箱，提了下我们的箱子，就对电话那头说登机箱挺重。挂了电话，周女士和我们说行李箱尺寸不符合公司要求，要我跑出去托运，或者现场交钱，但是东西要拿出来，行李箱不能带上飞机。我们和周女士表示离起飞还剩下没多少时间了，跑出去托运的话来不及，而且行李箱在家量过尺寸符合你们公司的要求，并且已经在官网买过行李额度了，除去托运行李和手提包，我们还有11公斤的额度可以用在登机箱...
"[""好""]",别的还好就是茨城空港的叫我很不爽，图便宜坐过两次，中间隔了三年，都很不爽，盯着客人像防贼一样。
"[""很好""]",飞短途用春秋还是可以的，同程订的机加酒也就790，是春秋，对于廉价机票，没有餐饮我觉得很正常啊，水的话过了安检，自己装一点不就好了，毕竟机票价格摆在那里，也不能要求很多，去厦门晚点20分钟，还是在可以接受的范围之内，位置小到是真的，虽说是廉价机票，也没有像很多人说的那样选座收钱，服务人员还问要不要靠窗之类的，从厦门回来行李明显感觉超重了，不过小哥似乎也没说什么，厦门机场不错，感觉特有钱，总之飞国内短途完全可以接受，价格便宜，准点率也比mu的高，至于机上推销么，飞短途不是很累，听听也算增加乐趣吧，毕竟手机不能玩，就这么乘坐1.2个小时蛮无聊的，以后短途旅行还是会选春秋…
"[""好""]",去厦门玩买的他家来回机票，不是买的9元、99元的那种，买的价格来回含税1000吧，想对于其他航空公司是便宜很多了，另花了10元钱选好座位
"[""好""]","春秋航空公司的飛機是第一次坐,當然它的機票價格在同行業中是很有優勢的.聽說很多特價機票都不到100元,但是需要時刻關注的,不然你是很難搶到的."
"[""一般""]",说好2点半起飞的飞机，2点不到让我们登记最后在小小的飞机上坐了两个多小时，小小的飞机坐的挺不舒服，飞机晚点我能理解，但是我们一上飞机就说晚点，把乘客赶在飞机上我们就不能理解了！实现就知道晚点为什么还要把我们赶到飞机上啊，太伤心了，坐的很累很累，乘务员态度也一般，另外现在随身携带的行李不能超过14斤，
"[""一般""]",春秋官网存在安全漏洞，一段时间没上，想起积分快过期了上去看看，发现积分居然已经被兑换了，兑换到一个不认识的电话号码的电信积分，网上查了一下，这个号码居然是内蒙古的，我从来都没去过内蒙古，向春秋发邮件根本没反应没回复。赶快上去把常旅客信息什么的都删了，谁以后还敢在官网订机票啊，把证件银行卡信息什么的留在上面不是太危险了。
"[""很差""]",第一次坐春秋航空从浦东飞沈阳，老爸说他家便宜，就试试看。感觉很不好，起飞前改了一次登机口，本来是有廊桥的，结果改成摆渡车了，背着个大书包跑到浦东机场1楼，人山人海的候机厅，找个位子都很难，然后就登上摆渡车上飞机了，38度的天，室外热的像蒸笼，上飞机排了5分钟队，舱门是准时关闭的，最奇葩的事情来了，起飞排队居然排了1个半小时，妥妥的等到其他飞机飞走了我们才起飞，浦东机场起飞排队可以理解，也坐过其他航空公司，一般15分钟左右就飞了，春秋居然100分钟，到沈阳快8点了，晚了1个半小时，还好我们不赶时间，下飞机就到酒店，之前也做好了晚点的思想准备，这也太夸张了，算上额外行李费用，你家也就比人家便宜100元，还没有餐食，凭什么这么坑呀，起飞都被塔台穿小鞋。。。。。说下空中的感受，他家的椅子就是硬座，不能调节座椅靠背，很不舒服，坐了2个小时下飞机我就腰疼。。真佩服买他家去普吉岛的游客，5个小时坐在上面你们是这么熬过来的。机上有免费的饮用水服务，空姐会帮你倒满一大杯，毯子也有，一路在推销建行的春秋龙卡，各种面膜产品，呵呵吧，总之各种负能量，很差的体验，下次再也不坐了。
"[""很差""]",垃圾航空。十天前订的机票因为航空公司计划原因在航班起飞四天前通知取消。最早机票要到六天后，旅游旺季行程泡汤.酒店损失不予赔偿。声称订票条款已注明。生平第一次无奈订春秋因为是唯一直飞.在此提醒大家订春秋三思再三思
"[""好""]",春秋航空第一次坐，为了去西安。在九月三日下午一点半的，票价是730元。
"[""好""]",廉价航空，去大连自由行来回都是坐这。那机票也是很薄的一张纸。真环保。
"[""一般""]",虹桥1号航站楼，乘早上6:50的飞机，交通不太容易。预约了强生，4点三刻上车，从虹桥路开进去，司机看错路，逆向借了一段路，大概多花几块钱。换登机牌和安检都顺利，行李票40元限重10公斤，随身手提包限重7公斤。坐高铁的价钿比飞机还要贵，所以蛮值得，毕竟在途时间短交关。
"[""很差""]",其实还是有点糟糕的，整个企业过分的鼓吹廉价航空这一概念，养成员工变成了毫无服务观念，员工们都理所当然的自我催眠：“我们就是廉价航空，我们就是没有服务”。 连一些起码的客气也不讲了，对于延误什么的从来也不屑解释。 机长说，今天我看了大家的票，一共186张票，有160几张达到了3折，4折，语气中颇有些你们这些刁民，都给你们便宜这么多了，延误这种还要怪我们。   没办法，无论怎么被春秋看不起，前仆后继的总有人会乘的，因为便宜。 但凡有钱，就应该不会光顾这家的。 遇到很多行李超重不得不开箱拿走一些，还有带着一堆吃食上飞机的。 各种无奈只在春秋。
"[""一般""]",心也是碎了  因为廉价航空 所以都是让大的航空公司先走 延误了一个半小时 都是坐在飞机里的 并且当天特别累～想在飞机上小睡一会 结果一会开灯推销办卡～一会推销面膜！我真心是醉了好像整个T1都被春秋包了吧
"[""非常好""]",好死不死定的T1航站楼 一早吗没醒就来了
"[""很差""]",哎，对于偶们这种没钱的屌丝只能坐春秋航空受气了。。每次坐完都想说下次再也不要坐了，结果在买机票的时候还是败给了折扣。。不过要是差价没几百的话，觉得还是选别的航空吧，毕竟春秋托运也要钱，吃饭也要钱，选座也要钱，座位挤的要死还不能调节，机上还不能休息听各种推销。。这些加起来的费用和受的罪和别家差的也没有看上去那么多。而且亲身经历春秋除了一大早上的航班从来没有准点过。。
"[""一般""]","座位小脚都放不下，没有飞机餐，没有水，只能自己带三明治，可怜啊。还有跟火车上一样的商品推销，很无语O__O""…最主要的是限制行李，害得我去旅游连多几件衣服都不敢带，回来也不敢带特产了，下次应该不会选择了。"
"[""很好""]",还可以，没有那么糟糕，网上写的行李蛮吓人的，打电话问过几次客服回答也都不一样，因为早有耳闻很吓人，所以做好了心理准备。买的是同程旅行的套餐，机加酒所以没有选择。早上最早的航班去，晚上最晚的航班回来，居然都没有延误，还不错吧，就是大概廉价航空乘坐的人素质都不高，旁边玩手机的，玩电脑的，全程不关。还有小桌板不收的，脱袜子的，吓死人的素质都是。。。还好就一个半小时，忍忍吧，飞机上东西么卖卖，也蛮搞笑的，座椅可能是为了塞更多的关系也不能靠后。全程坐的比高铁二等座是难受多了，等于绿皮火车水平。至于水么，我自己带了瓶子，叫空少给我热水，没问我收钱，还不错吧。
"[""很差""]",差差差差差！哪哪都差！服务差！还收行李费。收你妹啊！太奇葩了你们！交个费来回跑。不嫌耽误人啊你们
"[""很好""]",之前春秋有下午4点多飞成都的航班的时候会坐，现在改到上午9点多就果断放弃了，春秋的特点是价格便宜于其他航空公司，但是座位也是相当窄，行李还要自己买～其实算下来还是不划算～
"[""很好""]",廉价航空机票便宜，其他要求不要太高了。本来查了下说虹桥机场是对行李要求很严，实际还好，不要太夸张，是没人查的。20*30*40的尺寸其实就是一个双肩包，适合短途短时间出行，比如小长假两三天。还有靠近紧急出口的（14排）座位还是很宽松的，checkin不要太晚 还是可以挑到附近位置的。机上必须有主动推销，但是晚上10点的航班怕打扰乘客休闲就没有，这点不错。而且春秋官网时不时有特价活动，自家出游还是划算的。
"[""很差""]","第一次坐春秋航空，这次出行实在没有其他直航线路选择了，只能试试看春秋！之前对他的廉价航空的特色也略有耳闻，但这次乘坐体验，真的是让人很不舒服。座位小，连从地上拿个双肩包都费力，这个我可以忍；机上一切额外服务都要付费，连水都不给喝，我也忍了；但让我无法忍受的是机上的广告销售，空乘人员嘴上说的好听，对打扰大家休息表示歉意，行动上仍旧用高分贝的扩音器进行推销，头顶的的广播喇叭还不能关闭，强迫每个人神经高度紧张，去听他们的说辞！此外，选择推销的时间也特别“好""，你在飞机起飞后或快降落时广播不行吗？非要在飞机起飞后差不多快一个小时了，大人小孩疲惫不堪睡得正香的时候，把大家惊醒。同行的一个朋友提出质疑，希望停止这种干扰大家休息的行为时，他们丝毫没有措施，继续用慷慨激昂的电视销售模式大声推销着，对于这种不近人情，一切以金钱至上，不顾及乘客感受的行为，我只能很遗憾的说拜拜了！你哪怕在别人提出意见后说得小声一些也好啊，没有人会听不见！！！"
"[""很好""]",我觉得蛮好的，也准时，还换到了坐在一起的票子
"[""好""]",2017年3月23日：🌤🌸🛫「東京羽田から上海浦東空港」@中国東方航空「ファーストクラス利用〜〜(๑˃̵ᴗ˂̵)🌸」🛫🌸🌤
"[""很好""]",从上海去成都耍，很早就定了东航的机票，算在一起四百多，还是很划算的~\(≧▽≦)/~客机还比较大，空姐服务态度也好，还有电视可以看，路途中看完了一部冰雪奇缘，很棒╮(╯▽╰)╭不过～飞机餐真的是……很难吃……果汁不错，貌似汇源的哟，喜欢～
"[""很好""]","貌似是第一次坐东航的~下午4点的航班去济州岛,由于全程只要一个小时,所以只提供一瓶矿泉水,连橙汁饮料之类的都没有.非常时期 上座率不高~去程一半都没坐满~坐的还蛮宽敞的~"
"[""很好""]",去巴厘岛，飞机餐一般，空调开的特别冷。吃不消～很多人向空姐反应，但可能是空调坏了，毯子也不够用
"[""很差""]",先不说乘坐，就说不能为儿童网上值机就值得给差评。一家三口出行，小孩子不能网上值，等到了机场，靠前的座位都被网上值机的人抢完了，简直了。孩子就不是人了么？这种服务态度简直没谁了。不能给负分，要不肯定打负分
"[""好""]",好几年没有乘坐东方航空的飞机了，因为花生米没有很多年前好吃了，这个点......这次去日本玩来回是东方航空，明显觉得服务还是有提升，花生米还是变难吃了。
"[""很好""]",我们经常会坐东方航空的飞机，以前办过一张积分卡，每次坐完飞机都会有积分，可以在APP里积分兑换礼品。他们的飞机餐还可以，都有独立包装的零食。有些航空公司的饮料，只有可乐、雪碧。但是东航还会有橙汁，挺不错的～
